ban1,ban2,ban3,ban4,paddy
1045,986,619,3342,1
1058,970,593,3216,1
1058,970,593,3216,1
1056,991,585,3121,1
1058,984,593,2840,1
1058,987,598,2783,1
1066,989,583,2899,1
1058,999,614,3048,1
1072,1003,664,2924,1
1050,973,622,2883,1
1036,969,602,2995,1
1036,969,602,2995,1
1055,984,604,3202,1
1046,988,597,3199,1
1065,975,632,2782,1
1063,978,608,2782,1
1047,974,610,2698,1
1063,968,639,2766,1
1062,1001,669,2800,1
1062,1001,669,2800,1
1075,1002,641,2739,1
1046,973,607,2934,1
1051,966,622,2856,1
1062,977,629,2911,1
1047,996,626,3106,1
1062,998,624,3204,1
1059,972,616,3146,1
1060,970,601,3016,1
1058,964,599,2974,1
1058,964,599,2974,1
1038,982,590,3059,1
1049,990,597,2850,1
1044,980,600,2771,1
1059,989,587,2908,1
1053,989,587,3090,1
1049,998,623,3109,1
1063,1012,661,2999,1
1031,973,606,3112,1
1031,973,606,3112,1
1058,989,628,2800,1
1051,972,609,2761,1
1057,972,611,2928,1
1066,993,655,2959,1
1066,993,655,2959,1
1072,1019,668,2862,1
1050,968,605,2874,1
1033,970,597,2977,1
1045,977,624,3000,1
1063,974,648,3065,1
1042,985,617,2888,1
1045,974,593,2795,1
1053,965,600,2699,1
1059,972,604,2687,1
1059,972,604,2687,1
1045,977,585,2880,1
1063,994,603,2830,1
1048,972,593,2708,1
1044,980,588,2921,1
1050,980,572,3211,1
1042,986,591,3196,1
1072,1002,651,3122,1
1061,970,651,3113,1
1050,974,617,2892,1
1053,986,599,3044,1
1051,979,605,3110,1
1051,979,605,3110,1
1061,992,653,3023,1
1047,972,610,2890,1
1043,967,583,3096,1
1042,979,597,3053,1
1048,975,627,2933,1
1044,985,624,2842,1
1040,975,604,2739,1
1050,963,602,2652,1
1053,961,599,2628,1
1053,961,599,2628,1
1055,963,591,2734,1
1045,990,601,2811,1
1050,985,599,2763,1
1048,975,588,2956,1
1054,977,586,3209,1
1053,962,586,3252,1
1040,970,594,3324,1
1054,1016,683,3265,1
1040,959,579,3382,1
1040,959,579,3382,1
1052,962,589,3232,1
1070,983,654,3125,1
1065,990,622,3052,1
1052,968,597,2915,1
1052,962,593,2920,1
1059,967,617,2855,1
1055,976,635,2739,1
1054,971,609,2551,1
1040,969,596,2574,1
1040,969,596,2574,1
1040,967,598,2605,1
1045,964,586,2785,1
1051,975,599,2738,1
1046,983,584,2917,1
1040,964,581,3236,1
1054,1016,683,3265,1
1040,959,579,3382,1
1040,959,579,3382,1
1052,962,589,3232,1
1070,983,654,3125,1
1065,990,622,3052,1
1052,968,597,2915,1
1052,962,593,2920,1
1059,967,617,2855,1
1055,976,635,2739,1
1054,971,609,2551,1
1040,969,596,2574,1
1040,969,596,2574,1
1040,967,598,2605,1
1045,964,586,2785,1
1051,975,599,2738,1
1046,983,584,2917,1
1042,977,617,3333,1
1042,977,617,3333,1
1045,962,563,3350,1
1059,984,630,3267,1
1059,990,650,3097,1
1055,976,616,2962,1
1041,968,594,3041,1
1036,963,603,2987,1
1055,973,652,2721,1
1067,982,641,2545,1
1053,973,615,2563,1
1053,973,615,2563,1
1041,956,609,2665,1
1050,952,604,2713,1
1058,953,592,2780,1
1058,963,622,2370,1
1058,963,622,2370,1
1096,1031,731,3122,1
1060,966,607,3282,1
1046,957,590,3403,1
1059,983,642,3205,1
1053,995,643,2978,1
1042,973,600,2968,1
1041,962,586,2975,1
1061,966,630,2814,1
1059,967,665,2609,1
1068,969,620,2559,1
1068,969,620,2559,1
1048,965,600,2644,1
1066,981,615,2408,1
1061,969,614,2351,1
1061,969,614,2351,1
1070,963,627,2418,1
1066,976,631,2468,1
1099,1036,740,3148,1
1047,954,578,3366,1
1051,964,606,3246,1
1061,988,655,3068,1
1058,976,630,2919,1
1048,969,582,3050,1
1058,961,608,2919,1
1036,953,643,2757,1
1038,968,623,2754,1
1038,968,623,2754,1
1078,1004,666,2710,1
1066,981,615,2408,1
1061,969,614,2351,1
1061,969,614,2351,1
1070,963,627,2418,1
1066,976,631,2468,1
1072,985,640,2642,1
1058,956,599,3287,1
1053,951,582,3326,1
1039,974,610,3318,1
1062,996,651,3098,1
1050,986,615,3075,1
1039,971,588,2975,1
1042,960,598,3010,1
1045,978,620,3026,1
1071,981,631,2594,1
1058,988,619,2559,1
1048,973,622,2489,1
1048,973,622,2489,1
1057,967,624,2472,1
1068,980,620,2425,1
1050,972,617,2505,1
1047,981,635,2721,1
1047,950,593,3353,1
1037,968,578,3443,1
1061,987,635,3363,1
1063,993,654,3098,1
1032,969,599,3021,1
1075,1021,635,2694,1
1055,974,614,2531,1
1053,972,610,2594,1
1065,948,613,2489,1
1065,948,613,2489,1
1061,969,615,2443,1
1056,970,616,2424,1
1059,967,612,2501,1
1046,968,602,2634,1
1081,991,635,2900,1
1039,973,605,3243,1
1051,967,601,3298,1
1067,982,625,3272,1
1068,1016,629,2878,1
1053,982,606,2581,1
1061,973,601,2534,1
1067,977,603,2580,1
1079,959,605,2568,1
1079,959,605,2568,1
1070,961,607,2512,1
1062,966,601,2431,1
1077,969,609,2443,1
1063,974,604,2496,1
1068,983,610,2753,1
1068,983,623,2925,1
1075,1012,648,2989,1
1043,986,614,2719,1
1044,963,607,2605,1
1059,960,602,2522,1
1052,969,592,2567,1
1047,968,588,2698,1
1047,968,588,2698,1
1043,972,596,2654,1
1051,973,598,2508,1
1057,965,617,2448,1
1060,967,618,2441,1
1072,969,621,2564,1
1076,996,626,2796,1
1067,984,638,2804,1
1068,998,657,2836,1
1063,1016,636,2811,1
1045,963,604,2531,1
1050,958,606,2672,1
1047,956,602,2610,1
1048,956,606,2593,1
1063,951,600,2624,1
1063,951,600,2624,1
1037,964,589,2643,1
1049,969,602,2543,1
1064,971,613,2505,1
1047,962,607,2472,1
1089,988,629,2573,1
1064,991,626,2680,1
1053,966,612,2748,1
1063,971,614,2732,1
1076,991,635,2849,1
1070,996,648,2771,1
1056,995,641,2671,1
1058,959,616,2431,1
1062,958,608,2647,1
1055,961,602,2736,1
1058,940,601,2745,1
1057,939,604,2679,1
1057,939,604,2679,1
1054,951,601,2608,1
1062,961,600,2555,1
1056,989,624,2484,1
1051,980,631,2518,1
1082,993,637,2545,1
1058,987,634,2553,1
1068,965,605,2705,1
1060,960,594,2743,1
1060,980,619,2714,1
1060,980,619,2714,1
1056,981,628,2596,1
1057,952,625,2310,1
1051,977,616,2643,1
1046,975,598,2612,1
1057,955,598,2504,1
1045,952,603,2517,1
1058,966,594,2697,1
1058,966,594,2697,1
1047,979,592,2746,1
1052,991,623,2621,1
1071,1002,632,2551,1
1081,994,617,2624,1
1054,971,621,2551,1
1079,992,629,2629,1
1061,995,632,2693,1
1048,991,623,2724,1
1047,968,608,2762,1
1047,968,608,2762,1
1054,967,603,2798,1
1059,971,614,2737,1
1079,995,657,2745,1
1055,962,620,2397,1
1063,976,633,2318,1
1057,983,609,2805,1
1055,981,596,2778,1
1048,959,591,2572,1
1056,955,605,2564,1
1055,957,602,2651,1
1055,957,602,2651,1
1052,971,601,2706,1
1054,1001,625,2783,1
1064,995,616,2755,1
1065,986,607,2625,1
1045,984,618,2445,1
1049,983,614,2510,1
1065,996,634,2724,1
1059,1004,634,2765,1
1061,977,620,2760,1
1061,977,620,2760,1
1068,980,605,2804,1
1071,987,599,2735,1
1055,969,603,2662,1
1071,1030,674,2772,1
1067,969,632,2483,1
1076,972,633,2339,1
1064,999,633,2485,1
1057,983,609,2805,1
1055,981,596,2778,1
1048,959,591,2572,1
1056,955,605,2564,1
1055,957,602,2651,1
1055,957,602,2651,1
1052,971,601,2706,1
1054,1001,625,2783,1
1064,995,616,2755,1
1065,986,607,2625,1
1045,984,618,2445,1
1049,983,614,2510,1
1065,996,634,2724,1
1059,1004,634,2765,1
1061,977,620,2760,1
1061,977,620,2760,1
1068,980,605,2804,1
1071,987,599,2735,1
1055,969,603,2662,1
1075,997,642,3108,1
1071,1030,674,2772,1
1067,969,632,2483,1
1076,972,633,2339,1
1064,999,633,2485,1
1056,980,593,2881,1
1060,978,601,2930,1
1056,954,610,2576,1
1055,966,604,2724,1
1045,960,598,2750,1
1045,960,598,2750,1
1062,982,613,2738,1
1072,985,624,2770,1
1063,975,598,2752,1
1067,982,608,2666,1
1066,979,616,2492,1
1050,971,619,2468,1
1056,979,637,2575,1
1073,1010,639,2663,1
1070,1024,651,2773,1
1070,1024,651,2773,1
1065,1002,616,2776,1
1061,973,597,2710,1
1057,971,595,2647,1
1093,1025,698,2772,1
1058,962,641,2226,1
1068,971,622,2447,1
1057,986,616,2780,1
1063,984,604,2801,1
1065,981,606,2745,1
1052,990,605,3015,1
1065,984,603,2856,1
1065,984,603,2856,1
1062,991,617,2818,1
1058,976,600,2703,1
1056,977,599,2671,1
1045,963,598,2646,1
1063,981,618,2540,1
1063,975,634,2403,1
1054,977,636,2351,1
1078,987,638,2441,1
1073,1019,640,2614,1
1073,1019,640,2614,1
1082,1029,641,2754,1
1061,995,636,2771,1
1061,986,610,2650,1
1061,999,603,2969,1
1059,979,593,2781,1
1059,979,593,2781,1
1056,980,599,2702,1
1050,989,616,2666,1
1060,971,616,2588,1
1070,970,604,2590,1
1059,985,610,2573,1
1068,979,619,2380,1
1060,982,625,2242,1
1068,981,622,2291,1
1066,988,629,2430,1
1066,988,629,2430,1
1081,1025,650,2666,1
1096,1023,664,2792,1
1074,986,608,2688,1
1064,982,626,2480,1
1059,992,642,2253,1
1059,976,633,2220,1
1056,990,629,2315,1
1056,990,629,2315,1
1076,1007,628,2551,1
1070,994,617,2404,1
1074,1014,634,2444,1
1181,1099,997,1780,2
1179,1067,1010,1807,2
1164,1115,986,1996,2
1189,1112,999,2056,2
1189,1112,999,2056,2
1143,1023,911,1682,2
1108,982,834,1538,2
1100,967,822,1471,2
1122,986,836,1536,2
1092,957,807,1543,2
1121,985,848,1593,2
1133,1038,910,1699,2
1151,1037,901,1711,2
1125,1008,858,1711,2
1125,1008,858,1711,2
1096,989,767,1971,2
1104,1019,753,2072,2
1100,998,740,2029,2
1129,1015,906,1693,2
1129,1020,914,1707,2
1164,1115,986,1996,2
1189,1112,999,2056,2
1189,1112,999,2056,2
1143,1023,911,1682,2
1108,982,834,1538,2
1100,967,822,1471,2
1122,986,836,1536,2
1092,957,807,1543,2
1121,985,848,1593,2
1133,1038,910,1699,2
1151,1037,901,1711,2
1125,1008,858,1711,2
1125,1008,858,1711,2
1096,989,767,1971,2
1104,1019,753,2072,2
1100,998,740,2029,2
1129,1015,906,1693,2
1129,1020,914,1707,2
1171,1116,1019,1958,2
1168,1066,975,2060,2
1168,1066,975,2060,2
1106,977,829,1561,2
1097,972,819,1501,2
1097,948,797,1432,2
1114,960,794,1449,2
1089,961,788,1533,2
1096,966,811,1581,2
1093,970,787,1575,2
1100,982,766,1791,2
1091,991,771,1988,2
1091,991,771,1988,2
1117,1045,770,2131,2
1123,1028,796,1730,2
1129,1005,800,1598,2
1123,984,863,1678,2
1134,1034,881,1681,2
1142,1027,908,1707,2
1111,983,835,1689,2
1111,983,835,1689,2
1094,956,795,1487,2
1100,978,809,1458,2
1092,934,757,1439,2
1074,931,755,1455,2
1078,955,767,1543,2
1089,967,754,1746,2
1087,991,741,2023,2
1074,1013,759,2127,2
1103,1031,797,2042,2
1103,1031,797,2042,2
1131,1058,875,1848,2
1163,1036,861,1713,2
1144,1009,849,1661,2
1066,919,757,1396,2
1067,928,763,1452,2
1094,954,791,1549,2
1078,944,783,1509,2
1078,944,783,1509,2
1083,952,759,1671,2
1088,952,750,1632,2
1070,963,733,1762,2
1079,993,736,2075,2
1088,1028,758,2184,2
1110,1020,792,1937,2
1151,1030,878,1746,2
1173,1057,931,1768,2
1157,1039,915,1719,2
1157,1039,915,1719,2
1146,1038,875,1684,2
1135,1030,863,1722,2
1135,1037,848,1753,2
1077,917,750,1428,2
1067,918,746,1452,2
1059,926,736,1513,2
1057,942,758,1483,2
1057,942,758,1483,2
1096,977,744,1878,2
1093,1005,756,2138,2
1103,1009,770,2181,2
1109,1000,768,1817,2
1112,1002,791,1661,2
1124,1010,802,1675,2
1150,1036,871,1716,2
1143,1050,908,1694,2
1143,1032,885,1660,2
1143,1032,885,1660,2
1152,1060,890,1785,2
1133,1050,866,1841,2
1132,1023,826,1735,2
1081,956,774,1503,2
1075,926,762,1436,2
1071,912,777,1497,2
1093,979,793,1750,2
1093,979,793,1750,2
1114,1029,787,2084,2
1110,1042,809,1987,2
1112,1019,823,1870,2
1087,983,771,1570,2
1115,974,780,1518,2
1129,1005,808,1653,2
1148,1024,842,1675,2
1149,1049,893,1672,2
1140,1043,887,1717,2
1140,1043,887,1717,2
1165,1042,892,1814,2
1149,1034,879,1832,2
1144,1004,851,1673,2
1090,962,802,1519,2
1093,992,837,1648,2
1124,1034,853,1927,2
1140,1085,867,2220,2
1140,1085,867,2220,2
1120,1024,831,1775,2
1111,1015,820,1757,2
1121,1026,820,1778,2
1108,997,777,1626,2
1089,964,771,1476,2
1106,974,787,1524,2
1125,1000,811,1682,2
1146,1038,842,1818,2
1157,1064,899,1883,2
1157,1064,899,1883,2
1149,1034,877,1758,2
1160,1023,889,1759,2
1148,1027,881,1745,2
1095,1009,807,1803,2
1134,1068,876,2154,2
1177,1125,964,2283,2
1211,1152,1009,2222,2
1211,1152,1009,2222,2
1108,1016,828,1794,2
1123,1027,837,1820,2
1119,1010,834,1775,2
1114,991,809,1674,2
1094,977,792,1573,2
1081,954,763,1469,2
1103,983,776,1648,2
1132,995,819,1755,2
1144,1050,891,1829,2
1144,1050,891,1829,2
1157,1050,911,1783,2
1158,1054,923,1762,2
1156,1047,892,1751,2
1169,1109,960,2260,2
1235,1188,1098,2366,2
1205,1173,1091,2179,2
1209,1142,1041,2048,2
1209,1142,1041,2048,2
1113,1028,862,1826,2
1144,1052,883,1844,2
1131,1029,862,1828,2
1140,1022,854,1799,2
1112,1016,835,1737,2
1092,971,792,1483,2
1114,971,802,1554,2
1133,1013,830,1760,2
1126,1019,869,1743,2
1126,1019,869,1743,2
1153,1065,936,1826,2
1141,1042,900,1732,2
1165,1039,889,1708,2
1267,1232,1193,2296,2
1235,1182,1156,2163,2
1205,1173,1091,2179,2
1209,1142,1041,2048,2
1209,1142,1041,2048,2
1113,1028,862,1826,2
1144,1052,883,1844,2
1131,1029,862,1828,2
1140,1022,854,1799,2
1112,1016,835,1737,2
1092,971,792,1483,2
1114,971,802,1554,2
1133,1013,830,1760,2
1126,1019,869,1743,2
1126,1019,869,1743,2
1153,1065,936,1826,2
1141,1042,900,1732,2
1165,1039,889,1708,2
1267,1232,1193,2296,2
1235,1182,1156,2163,2
1209,1159,1061,2072,2
1185,1126,1002,1950,2
1185,1126,1002,1950,2
1156,1081,929,1962,2
1170,1071,914,1903,2
1138,1046,886,1822,2
1127,1026,867,1781,2
1130,1029,867,1792,2
1117,990,829,1620,2
1088,969,811,1502,2
1121,994,818,1654,2
1120,1011,846,1770,2
1120,1011,846,1770,2
1139,1030,882,1744,2
1127,993,853,1633,2
1157,1019,881,1633,2
1167,1114,853,2024,1
1120,1044,742,1715,1
1149,1080,802,1992,1
1123,1046,740,1755,1
1112,1036,736,1636,1
1133,1035,736,1537,1
1129,1119,790,2559,1
1149,1080,802,1992,1
1123,1046,740,1755,1
1112,1036,736,1636,1
1133,1035,736,1537,1
1104,1038,768,1517,1
1179,1139,894,2352,1
1179,1139,894,2352,1
1098,1030,752,1719,1
1099,1030,748,1656,1
1110,1026,730,1663,1
1119,1025,740,1514,1
1135,1030,763,1407,1
1117,1047,769,1650,1
1125,1055,744,1951,1
1097,1039,732,1727,1
1097,1039,732,1727,1
1120,1017,720,1645,1
1122,1039,731,1641,1
1108,1033,711,1756,1
1116,1024,748,1655,1
1120,1024,755,1491,1
1122,1022,752,1501,1
1125,1015,725,1640,1
1153,1100,802,2190,1
1123,1057,756,1820,1
1104,1042,728,1753,1
1086,1029,710,1785,1
1086,1029,710,1785,1
1103,1019,710,1744,1
1099,1035,710,1812,1
1099,1039,704,1881,1
1101,1032,730,1757,1
1102,1027,746,1555,1
1105,1021,752,1485,1
1100,1011,748,1514,1
1127,1076,755,2419,1
1118,1059,711,2130,1
1120,1038,739,1794,1
1118,1024,716,1765,1
1099,1029,691,1820,1
1099,1029,691,1820,1
1094,1023,705,1770,1
1104,1027,697,1841,1
1115,1023,700,1813,1
1106,1034,719,1698,1
1109,1032,734,1611,1
1124,1030,755,1501,1
1112,1024,733,1492,1
1090,1018,701,1719,1
1103,1049,670,2515,1
1100,1037,681,2344,1
1120,1067,709,2254,1
1114,1043,729,1976,1
1113,1028,699,1867,1
1098,1030,699,1839,1
1098,1030,699,1839,1
1090,1028,694,1833,1
1090,1033,695,1826,1
1095,1011,699,1741,1
1111,1027,714,1720,1
1110,1023,700,1713,1
1121,1041,733,1574,1
1115,1033,743,1548,1
1095,1011,708,1694,1
1095,1013,704,1851,1
1098,1064,684,2713,1
1090,1042,651,2383,1
1093,1051,667,2267,1
1090,1050,681,2352,1
1107,1051,682,2370,1
1107,1041,678,2183,1
1094,1023,695,1959,1
1094,1023,695,1959,1
1093,1031,675,1996,1
1107,1025,690,1860,1
1113,1014,716,1710,1
1097,1025,701,1761,1
1106,1008,711,1679,1
1095,1031,731,1636,1
1096,1022,725,1630,1
1091,1003,716,1637,1
1090,1017,702,1697,1
1090,1017,702,1697,1
1096,1070,698,2681,1
1082,1032,660,2390,1
1088,1055,663,2366,1
1104,1043,647,2350,1
1106,1050,661,2266,1
1112,1066,667,2428,1
1097,1051,678,2457,1
1087,1043,689,2170,1
1087,1043,689,2170,1
1102,1039,686,1987,1
1111,1044,694,1918,1
1133,1051,740,1723,1
1139,1043,739,1623,1
1111,1019,717,1697,1
1099,1015,706,1648,1
1081,1012,715,1659,1
1083,1007,706,1685,1
1111,1019,708,1646,1
1111,1019,708,1646,1
1099,1060,719,2152,1
1172,1161,849,2861,1
1094,1041,661,2436,1
1096,1033,669,2312,1
1102,1034,650,2368,1
1097,1042,652,2508,1
1097,1047,668,2266,1
1095,1048,685,2254,1
1091,1065,676,2480,1
1107,1055,684,2356,1
1107,1055,684,2356,1
1092,1065,693,2031,1
1105,1055,697,1983,1
1117,1070,738,1781,1
1132,1064,760,1657,1
1111,1026,711,1874,1
1092,1019,682,1852,1
1081,1021,701,1787,1
1086,1015,687,1750,1
1110,1016,693,1747,1
1110,1016,693,1747,1
1112,1047,717,1978,1
1117,1094,714,2897,1
1084,1049,645,2478,1
1096,1040,651,2401,1
1099,1053,667,2331,1
1082,1040,657,2533,1
1092,1054,653,2443,1
1086,1038,666,2233,1
1096,1064,679,2278,1
1114,1069,679,2394,1
1107,1055,684,2356,1
1092,1065,693,2031,1
1105,1055,697,1983,1
1117,1070,738,1781,1
1132,1064,760,1657,1
1111,1026,711,1874,1
1092,1019,682,1852,1
1081,1021,701,1787,1
1086,1015,687,1750,1
1110,1016,693,1747,1
1117,1094,714,2897,1
1084,1049,645,2478,1
1096,1040,651,2401,1
1099,1053,667,2331,1
1082,1040,657,2533,1
1092,1054,653,2443,1
1086,1038,666,2233,1
1096,1064,679,2278,1
1114,1069,679,2394,1
1114,1069,679,2394,1
1094,1060,694,2065,1
1109,1044,697,1996,1
1100,1048,718,1890,1
1104,1052,719,1858,1
1119,1032,687,2007,1
1090,1039,686,1975,1
1107,1030,710,1763,1
1109,1019,701,1728,1
1092,1049,643,2524,1
1091,1046,645,2438,1
1096,1034,659,2287,1
1097,1054,662,2174,1
1084,1042,671,2206,1
1081,1034,670,2214,1
1095,1049,668,2227,1
1100,1053,668,2293,1
1100,1053,668,2293,1
1091,1064,682,2215,1
1082,1040,697,1974,1
1104,1043,692,1881,1
1093,1031,698,1855,1
1085,1037,689,1980,1
1095,1033,679,2021,1
1091,1026,681,1999,1
1103,1040,654,2390,1
1097,1040,648,2266,1
1099,1047,660,2243,1
1102,1033,674,2167,1
1080,1030,668,2168,1
1084,1045,661,2337,1
1087,1041,660,2367,1
1087,1041,660,2367,1
1097,1063,681,2312,1
1088,1049,691,2144,1
1098,1037,683,2017,1
1101,1043,700,1910,1
1080,1028,705,1945,1
1104,1035,675,2229,1
1101,1041,648,2340,1
1088,1050,665,2350,1
1087,1042,669,2252,1
1077,1041,664,2226,1
1093,1027,649,2349,1
1092,1037,653,2323,1
1092,1037,653,2323,1
1091,1055,676,2206,1
1091,1064,677,2268,1
1092,1038,673,2107,1
1099,1021,701,1937,1
1100,1055,642,2460,1
1094,1056,654,2436,1
1097,1041,641,2355,1
1081,1040,653,2362,1
1083,1031,656,2235,1
1091,1031,661,2213,1
1091,1031,661,2213,1
1098,1027,677,2100,1
1091,1056,661,2349,1
1083,1059,665,2410,1
1096,1049,675,2358,1
1095,1042,655,2325,1
1091,1045,663,2303,1
1098,1024,668,2236,1
1086,1018,681,2088,1
1086,1018,681,2088,1
1101,1031,690,2020,1
1097,1048,664,2239,1
1094,1061,681,2231,1
1093,1029,672,2072,1
1097,1022,675,1972,1
1097,1022,675,1972,1
1111,1061,696,2201,1
1095,1047,670,2315,1
1096,1040,671,2149,1
1222,1159,1209,1933,2
1240,1184,1206,2001,2
1265,1236,1321,2328,2
1265,1236,1321,2328,2
1314,1312,1488,2431,2
1348,1328,1559,2388,2
1323,1315,1517,2311,2
1122,977,915,1386,2
1120,967,891,1342,2
1106,975,903,1405,2
1209,1120,1073,1897,2
1202,1146,1088,2025,2
1162,1090,974,2333,2
1117,1041,865,2239,2
1103,988,838,1953,2
1140,1000,856,1756,2
1140,1000,856,1756,2
1160,1015,880,1557,2
1171,1038,886,1510,2
1150,1021,871,1540,2
1205,1111,1065,1954,2
1217,1158,1154,1923,2
1222,1170,1199,1949,2
1244,1185,1237,2075,2
1259,1254,1309,2361,2
1323,1317,1506,2432,2
1323,1317,1506,2432,2
1349,1354,1582,2398,2
1340,1339,1572,2363,2
1311,1283,1507,2297,2
1160,1020,975,1442,2
1129,991,923,1406,2
1142,1006,949,1406,2
1112,993,939,1412,2
1125,974,937,1409,2
1125,974,937,1409,2
1107,979,903,1385,2
1124,988,917,1443,2
1165,1056,1023,1682,2
1212,1125,1113,1829,2
1202,1122,1134,1874,2
1208,1131,1094,2041,2
1146,1063,914,2107,2
1082,978,779,2253,2
1099,1007,768,2236,2
1099,1007,768,2236,2
1138,1050,866,2113,2
1158,1053,885,1903,2
1160,1065,914,2015,2
1243,1174,1165,1917,2
1235,1158,1162,1894,2
1231,1172,1182,2112,2
1274,1237,1321,2395,2
1341,1315,1507,2421,2
1338,1325,1583,2392,2
1338,1325,1583,2392,2
1340,1325,1564,2388,2
1322,1314,1545,2330,2
1319,1298,1502,2349,2
1184,1074,1022,1512,2
1166,1044,1034,1535,2
1135,989,943,1464,2
1132,988,919,1421,2
1146,1018,982,1568,2
1146,1018,982,1568,2
1185,1101,1075,1799,2
1218,1138,1129,1850,2
1212,1122,1118,1802,2
1224,1149,1125,1904,2
1215,1139,1138,1903,2
1195,1110,1101,1813,2
1184,1108,1098,1804,2
1200,1126,1104,1860,2
1205,1115,1093,1920,2
1205,1115,1093,1920,2
1200,1135,1085,2066,2
1185,1137,1051,2291,2
1200,1170,1034,2564,2
1196,1150,1000,2778,2
1158,1108,907,2861,2
1124,1079,894,2760,2
1274,1237,1321,2395,2
1341,1315,1507,2421,2
1338,1325,1583,2392,2
1338,1325,1583,2392,2
1340,1325,1564,2388,2
1322,1314,1545,2330,2
1319,1298,1502,2349,2
1176,1059,1022,1544,2
1166,1044,1034,1535,2
1135,989,943,1464,2
1132,988,919,1421,2
1146,1018,982,1568,2
1146,1018,982,1568,2
1185,1101,1075,1799,2
1218,1138,1129,1850,2
1212,1122,1118,1802,2
1224,1149,1125,1904,2
1215,1139,1138,1903,2
1195,1110,1101,1813,2
1184,1108,1098,1804,2
1200,1126,1104,1860,2
1205,1115,1093,1920,2
1205,1115,1093,1920,2
1200,1135,1085,2066,2
1185,1137,1051,2291,2
1200,1170,1034,2564,2
1196,1150,1000,2778,2
1158,1108,907,2861,2
1124,1079,894,2760,2
1111,1051,898,2461,2
1141,1055,940,2454,2
1181,1110,1090,2549,2
1181,1110,1090,2549,2
1240,1216,1278,2505,2
1273,1243,1408,2454,2
1327,1302,1551,2445,2
1176,1059,1022,1544,2
1173,1045,1063,1580,2
1161,1011,999,1514,2
1169,1068,1028,1676,2
1206,1128,1107,1834,2
1206,1128,1107,1834,2
1222,1140,1115,1866,2
1196,1118,1097,1804,2
1194,1131,1109,1840,2
1218,1153,1135,1893,2
1197,1111,1101,1825,2
1193,1099,1086,1809,2
1198,1128,1113,1878,2
1200,1133,1131,1895,2
1205,1133,1133,1960,2
1205,1133,1133,1960,2
1216,1164,1143,2131,2
1259,1224,1191,2275,2
1232,1239,1194,2524,2
1349,1346,1524,2621,2
1311,1313,1432,2646,2
1280,1279,1344,2556,2
1192,1160,1120,2529,2
1166,1117,1001,2732,2
1154,1117,964,2796,2
1154,1117,964,2796,2
1140,1096,911,2695,2
1135,1089,919,2636,2
1207,1138,1092,2672,2
1203,1097,1090,1681,2
1203,1077,1080,1677,2
1204,1092,1057,1762,2
1228,1151,1135,1880,2
1219,1148,1139,1824,2
1219,1148,1139,1824,2
1193,1126,1083,1797,2
1206,1138,1119,1889,2
1223,1157,1154,1897,2
1195,1118,1120,1831,2
1196,1112,1113,1845,2
1196,1123,1114,1864,2
1201,1137,1118,1896,2
1202,1138,1106,1990,2
1214,1151,1120,2125,2
1214,1151,1120,2125,2
1255,1216,1190,2203,2
1262,1216,1181,2286,2
1231,1209,1210,2504,2
1383,1388,1553,2554,2
1395,1415,1622,2600,2
1369,1365,1541,2494,2
1334,1315,1464,2508,2
1339,1343,1486,2674,2
1314,1304,1408,2715,2
1314,1304,1408,2715,2
1236,1233,1235,2835,2
1205,1200,1177,2924,2
1142,1125,1006,3031,2
1198,1107,1121,1765,2
1219,1142,1135,1904,2
1225,1130,1143,1892,2
1203,1131,1135,1805,2
1188,1112,1108,1774,2
1188,1112,1108,1774,2
1211,1134,1127,1833,2
1227,1154,1146,1903,2
1207,1143,1135,1878,2
1207,1134,1139,1888,2
1201,1152,1137,1897,2
1195,1135,1127,1854,2
1207,1139,1111,1996,2
1238,1169,1133,2153,2
1252,1190,1180,2182,2
1252,1190,1180,2182,2
1259,1217,1213,2154,2
1241,1214,1174,2217,2
1236,1210,1249,2453,2
1365,1366,1574,2551,2
1377,1400,1607,2568,2
1341,1334,1528,2475,2
1353,1341,1506,2458,2
1352,1379,1566,2498,2
1373,1379,1524,2527,2
1373,1379,1524,2527,2
1322,1330,1399,2577,2
1344,1335,1461,2612,2
1351,1338,1396,2852,2
1219,1105,1085,1828,2
1210,1150,1133,1897,2
1210,1105,1127,1825,2
1211,1122,1108,1811,2
1203,1128,1124,1848,2
1203,1128,1124,1848,2
1213,1145,1147,1849,2
1199,1136,1117,1825,2
1189,1115,1105,1843,2
1213,1139,1150,1912,2
1209,1141,1129,1903,2
1214,1143,1119,2004,2
1233,1163,1144,2117,2
1240,1189,1170,2127,2
1247,1193,1194,2123,2
1247,1193,1194,2123,2
1251,1205,1191,2126,2
1254,1207,1205,2181,2
1260,1234,1239,2443,2
1385,1403,1613,2537,2
1396,1424,1606,2562,2
1375,1362,1546,2484,2
1338,1330,1467,2443,2
1346,1346,1510,2464,2
1361,1382,1523,2537,2
1361,1382,1523,2537,2
1304,1299,1415,2518,2
1304,1280,1435,2478,2
1352,1369,1560,2616,2
1238,1148,1129,1930,2
1208,1126,1110,1848,2
1204,1118,1119,1873,2
1218,1144,1126,1879,2
1209,1134,1121,1851,2
1209,1134,1121,1851,2
1190,1113,1099,1803,2
1194,1122,1098,1806,2
1204,1122,1127,1826,2
1217,1144,1119,1947,2
1216,1145,1120,2009,2
