ban1,ban2,ban3,ban4,paddy
1236,1170,1153,2092,2
1241,1187,1187,2075,2
1229,1191,1169,2117,2
1242,1203,1182,2148,2
1242,1203,1182,2148,2
1253,1220,1187,2168,2
1255,1214,1225,2214,2
1248,1254,1204,2477,2
1380,1398,1615,2520,2
1378,1409,1622,2586,2
1367,1362,1553,2479,2
1339,1327,1479,2440,2
1351,1369,1521,2463,2
1362,1376,1553,2557,2
1362,1376,1553,2557,2
1330,1299,1443,2521,2
1304,1273,1363,2450,2
1364,1361,1510,2585,2
1201,1121,1103,1830,2
1204,1124,1125,1850,2
1219,1136,1134,1851,2
1208,1125,1106,1831,2
1194,1101,1087,1794,2
1194,1101,1087,1794,2
1196,1098,1110,1792,2
1202,1124,1127,1854,2
1212,1138,1118,1895,2
1202,1152,1103,2043,2
1232,1173,1148,2057,2
1242,1189,1206,2064,2
1238,1188,1175,2115,2
1245,1206,1193,2120,2
1248,1207,1172,2186,2
1248,1207,1172,2186,2
1239,1208,1183,2213,2
1257,1228,1207,2229,2
1240,1231,1180,2450,2
1378,1390,1581,2524,2
1403,1402,1632,2585,2
1357,1356,1554,2484,2
1344,1324,1503,2474,2
1361,1359,1530,2459,2
1353,1351,1523,2522,2
1353,1351,1523,2522,2
1306,1304,1380,2504,2
1296,1279,1377,2442,2
1383,1390,1540,2598,2
1217,1139,1125,1872,2
1212,1133,1146,1883,2
1215,1105,1111,1814,2
1193,1102,1104,1784,2
1214,1117,1113,1797,2
1214,1117,1113,1797,2
1206,1130,1143,1856,2
1202,1125,1139,1857,2
1194,1134,1090,1993,2
1233,1185,1167,2100,2
1238,1200,1188,2102,2
1241,1195,1180,2099,2
1239,1191,1188,2131,2
1232,1221,1187,2189,2
1230,1201,1148,2240,2
1230,1201,1148,2240,2
1223,1185,1151,2234,2
1241,1214,1134,2235,2
1238,1192,1167,2428,2
1364,1374,1608,2531,2
1371,1407,1624,2565,2
1344,1364,1564,2511,2
1354,1326,1516,2495,2
1357,1344,1510,2474,2
1360,1358,1541,2540,2
1360,1358,1541,2540,2
1290,1291,1344,2514,2
1298,1264,1394,2434,2
1351,1380,1562,2588,2
1195,1088,1087,1797,2
1184,1087,1083,1716,2
1186,1114,1107,1775,2
1211,1130,1115,1842,2
1198,1115,1097,1875,2
1215,1140,1106,1989,2
1215,1140,1106,1989,2
1242,1205,1163,2187,2
1263,1222,1228,2276,2
1253,1203,1196,2120,2
1256,1202,1211,2175,2
1236,1219,1237,2180,2
1229,1206,1194,2163,2
1253,1200,1178,2166,2
1233,1196,1140,2171,2
1233,1196,1140,2171,2
1217,1189,1132,2219,2
1253,1207,1178,2210,2
1227,1233,1139,2437,2
1378,1398,1631,2529,2
1359,1383,1597,2574,2
1370,1386,1574,2541,2
1354,1326,1516,2495,2
1357,1344,1510,2474,2
1360,1358,1541,2540,2
1360,1358,1541,2540,2
1290,1291,1344,2514,2
1298,1264,1394,2434,2
1351,1380,1562,2588,2
1184,1101,1073,1721,2
1184,1087,1083,1716,2
1186,1114,1107,1775,2
1211,1130,1115,1842,2
1198,1115,1097,1875,2
1215,1140,1106,1989,2
1215,1140,1106,1989,2
1242,1205,1163,2187,2
1263,1222,1228,2276,2
1253,1203,1196,2120,2
1256,1202,1211,2175,2
1236,1219,1237,2180,2
1229,1206,1194,2163,2
1253,1200,1178,2166,2
1233,1196,1140,2171,2
1233,1196,1140,2171,2
1217,1189,1132,2219,2
1253,1207,1178,2210,2
1227,1233,1139,2437,2
1378,1398,1631,2529,2
1359,1383,1597,2574,2
1370,1386,1574,2541,2
1353,1353,1512,2497,2
1334,1339,1483,2494,2
1341,1342,1491,2545,2
1341,1342,1491,2545,2
1318,1302,1433,2535,2
1307,1303,1402,2466,2
1372,1389,1599,2551,2
1365,1350,1545,2495,2
1184,1101,1073,1721,2
1188,1106,1077,1752,2
1191,1113,1092,1766,2
1191,1112,1087,1838,2
1205,1144,1126,1987,2
1250,1214,1214,2133,2
1250,1214,1214,2133,2
1268,1230,1243,2203,2
1247,1202,1201,2248,2
1247,1223,1247,2214,2
1268,1226,1253,2201,2
1260,1216,1215,2170,2
1232,1196,1173,2179,2
1227,1191,1128,2215,2
1228,1187,1113,2231,2
1228,1187,1113,2231,2
1235,1190,1156,2197,2
1277,1214,1203,2184,2
1217,1198,1142,2407,2
1378,1404,1588,2500,2
1363,1366,1612,2563,2
1359,1380,1559,2529,2
1337,1360,1527,2525,2
1318,1320,1469,2526,2
1341,1328,1506,2578,2
1341,1328,1506,2578,2
1337,1340,1442,2583,2
1316,1293,1419,2501,2
1371,1398,1573,2556,2
1365,1357,1532,2489,2
1193,1102,1073,1770,2
1200,1099,1080,1778,2
1183,1103,1076,1840,2
1189,1128,1091,1982,2
1236,1195,1175,2113,2
1274,1255,1265,2205,2
1274,1255,1265,2205,2
1263,1238,1251,2255,2
1267,1213,1228,2244,2
1249,1227,1234,2205,2
1266,1228,1205,2187,2
1249,1207,1192,2212,2
1238,1192,1136,2269,2
1230,1180,1085,2302,2
1230,1178,1116,2264,2
1238,1203,1156,2164,2
1238,1203,1156,2164,2
1268,1221,1188,2139,2
1211,1192,1170,2321,2
1337,1385,1560,2525,2
1369,1389,1610,2556,2
1343,1369,1542,2531,2
1345,1338,1511,2532,2
1344,1320,1473,2522,2
1362,1369,1531,2574,2
1362,1369,1531,2574,2
1319,1350,1437,2579,2
1306,1295,1469,2503,2
1378,1394,1581,2585,2
1350,1343,1540,2487,2
1195,1098,1061,1793,2
1180,1100,1060,1907,2
1209,1149,1096,2076,2
1236,1183,1172,2108,2
1257,1207,1200,2144,2
1262,1222,1203,2206,2
1262,1222,1203,2206,2
1258,1237,1236,2265,2
1269,1246,1268,2229,2
1250,1220,1200,2158,2
1255,1204,1185,2235,2
1240,1186,1143,2293,2
1229,1191,1107,2291,2
1215,1177,1079,2273,2
1210,1170,1091,2233,2
1229,1207,1141,2163,2
1229,1207,1141,2163,2
1267,1228,1217,2155,2
1262,1233,1226,2315,2
1354,1366,1582,2531,2
1374,1398,1590,2573,2
1355,1379,1580,2563,2
1351,1350,1518,2530,2
1339,1342,1511,2525,2
1365,1375,1556,2581,2
1365,1375,1556,2581,2
1332,1337,1481,2593,2
1335,1332,1488,2488,2
1382,1394,1621,2620,2
1360,1364,1546,2532,2
1189,1112,1040,1934,2
1193,1139,1076,2079,2
1244,1185,1189,2182,2
1259,1211,1198,2198,2
1262,1210,1218,2194,2
1259,1223,1224,2227,2
1259,1223,1224,2227,2
1269,1250,1259,2255,2
1269,1240,1257,2216,2
1239,1222,1197,2243,2
1229,1199,1144,2320,2
1226,1204,1124,2327,2
1218,1201,1109,2271,2
1216,1178,1106,2207,2
1213,1175,1099,2175,2
1218,1189,1112,2152,2
1218,1189,1112,2152,2
1268,1230,1253,2166,2
1263,1263,1207,2331,2
1387,1404,1634,2525,2
1367,1401,1632,2610,2
1409,1421,1648,2627,2
1371,1379,1575,2558,2
1328,1354,1534,2536,2
1348,1377,1529,2575,2
1348,1377,1529,2575,2
1344,1352,1516,2593,2
1345,1340,1464,2493,2
1376,1410,1612,2627,2
1354,1354,1539,2523,2
1208,1146,1064,2031,2
1211,1164,1111,2095,2
1231,1185,1176,2192,2
1265,1225,1221,2272,2
1262,1242,1289,2266,2
1282,1258,1287,2202,2
1282,1258,1287,2202,2
1268,1244,1264,2190,2
1259,1227,1242,2226,2
1254,1221,1190,2269,2
1237,1192,1155,2271,2
1233,1205,1143,2275,2
1246,1200,1138,2264,2
1235,1187,1133,2222,2
1230,1203,1141,2182,2
1230,1198,1147,2188,2
1230,1198,1147,2188,2
1283,1230,1243,2156,2
1232,1219,1178,2290,2
1396,1423,1662,2539,2
1385,1421,1705,2664,2
1420,1454,1668,2655,2
1386,1404,1599,2603,2
1353,1336,1532,2556,2
1363,1374,1541,2593,2
1363,1374,1541,2593,2
1357,1381,1537,2593,2
1315,1308,1457,2482,2
1388,1421,1643,2535,2
1387,1385,1614,2543,2
1217,1143,1093,2017,2
1216,1166,1108,2049,2
1228,1186,1155,2130,2
1265,1226,1230,2238,2
1275,1249,1281,2261,2
1274,1242,1257,2186,2
1274,1242,1257,2186,2
1259,1228,1236,2203,2
1249,1245,1235,2270,2
1260,1230,1222,2317,2
1243,1222,1210,2294,2
1249,1232,1195,2253,2
1236,1195,1152,2256,2
1245,1193,1149,2291,2
1253,1229,1188,2277,2
1258,1222,1189,2247,2
1258,1222,1189,2247,2
1279,1222,1209,2154,2
1237,1192,1170,2260,2
1232,1153,1131,1976,2
1210,1145,1121,2018,2
1234,1185,1186,2109,2
1152,1073,853,2922,2
1202,1179,949,2953,2
1210,1177,959,2641,2
1288,1156,951,2400,2
1383,1289,1237,2133,2
1437,1410,1211,2318,2
1360,1248,1145,2870,2
1376,1441,1149,2897,2
1294,1236,1156,1945,2
1373,1270,1217,2205,2
1373,1270,1217,2205,2
1374,1291,1369,2100,2
1389,1318,1226,1991,2
1232,1154,992,2526,2
1173,1169,939,2326,2
1306,1301,1318,1396,2
1309,1349,1368,1129,2
1282,1309,1296,1421,2
1219,1096,997,2390,2
1316,1195,1142,2302,2
1348,1220,1081,2287,2
1238,1142,912,2292,2
1218,1125,1096,2208,2
1246,1197,1116,2118,2
1366,1250,1244,2398,2
1593,1426,1326,2263,2
1239,1106,1195,1921,2
1326,1221,1294,1914,2
1326,1221,1294,1914,2
1398,1342,1373,2068,2
1316,1203,1256,2012,2
1311,1236,1121,2438,2
1215,1207,961,2734,2
1243,1254,1101,2075,2
1307,1341,1331,1288,2
1302,1343,1291,1304,2
1285,1137,1210,1966,2
1355,1344,1238,2034,2
1283,1244,1068,2292,2
1153,1102,1001,2379,2
1181,1115,963,2484,2
1209,1162,989,2612,2
1277,1173,1003,2449,2
1471,1268,1213,2373,2
1165,1094,1224,2285,2
1312,1172,1553,2189,2
1312,1172,1553,2189,2
1386,1259,1574,2259,2
1345,1294,1235,2187,2
1473,1377,1263,2335,2
1268,1263,1118,2526,2
1179,1166,937,2518,2
1285,1286,1208,1525,2
1309,1331,1310,1262,2
1414,1418,1352,1835,2
1863,1727,1584,2271,2
1460,1330,1251,2769,2
1149,1101,835,2861,2
1152,1124,882,2837,2
1288,1140,887,2589,2
1330,1144,1005,2522,2
1319,1225,1299,2656,2
1309,1248,1346,2495,2
1371,1281,1574,2435,2
1371,1281,1574,2435,2
1288,1231,1359,2469,2
1257,1205,991,2693,2
1311,1265,1099,2590,2
1385,1291,1263,2303,2
1216,1184,1022,2350,2
1268,1256,1204,1681,2
1327,1348,1342,1165,2
1491,1484,1269,2155,2
1515,1520,1237,2772,2
1204,1233,979,3191,2
1147,1103,812,2975,2
1223,1111,989,2592,2
1557,1194,1075,2340,2
1583,1304,1120,2538,2
1327,1282,1255,2779,2
1278,1213,1017,2712,2
1266,1152,1042,2923,2
1266,1152,1042,2923,2
1200,1155,890,3238,2
1257,1205,991,2693,2
1311,1265,1099,2590,2
1385,1291,1263,2303,2
1216,1184,1022,2350,2
1268,1256,1204,1681,2
1327,1348,1342,1165,2
1491,1484,1269,2155,2
1515,1520,1237,2772,2
1204,1233,979,3191,2
1147,1103,812,2975,2
1223,1111,989,2592,2
1557,1194,1075,2340,2
1583,1304,1120,2538,2
1327,1282,1255,2779,2
1278,1213,1017,2712,2
1266,1152,1042,2923,2
1266,1152,1042,2923,2
1200,1155,890,3238,2
1162,1074,789,3492,2
1222,1154,907,3024,2
1403,1337,1314,2418,2
1261,1260,1103,2388,2
1223,1257,1133,1911,2
1322,1344,1361,1145,2
1235,1157,910,2593,2
1310,1176,920,2768,2
1604,1285,958,2832,2
1217,1157,980,2777,2
1393,1293,1177,2302,2
1424,1334,1314,2458,2
1442,1386,1307,2512,2
1278,1208,1259,2641,2
1155,1076,952,3131,2
1139,1090,737,3609,2
1139,1090,737,3609,2
1165,1109,832,3557,2
1177,1144,902,3224,2
1220,1176,1039,2758,2
1360,1325,1196,2427,2
1267,1194,1067,2422,2
1147,1143,908,2704,2
1317,1355,1350,1106,2
1371,1206,1428,2210,2
1420,1173,1033,2232,2
1279,1102,992,2458,2
1178,1080,877,2400,2
1199,1108,928,2441,2
1200,1129,1137,2558,2
1243,1190,1359,2363,2
1291,1164,1547,2345,2
1465,1195,1136,2462,2
1371,1273,1222,2351,2
1371,1273,1222,2351,2
1426,1353,1440,2310,2
1299,1250,1289,2571,2
1146,1157,906,3086,2
1204,1084,832,3087,2
1346,1267,1074,2771,2
1239,1235,954,2850,2
1312,1349,1330,1307,2
1405,1248,1281,2097,2
1411,1293,1214,2209,2
1317,1302,1166,2494,2
1150,1076,807,2676,2
1138,1039,846,3109,2
1249,1142,1199,2770,2
1275,1180,1239,2338,2
1250,1094,1087,2465,2
1437,1137,1038,2582,2
1189,1093,1286,2280,2
1189,1093,1286,2280,2
1285,1176,1568,2243,2
1445,1248,1522,2413,2
1462,1234,970,2585,2
1414,1159,887,2707,2
1306,1232,1115,2619,2
1369,1347,1116,2507,2
1311,1352,1313,1201,2
1382,1244,1223,2013,2
1484,1357,1366,2145,2
1483,1342,1209,2403,2
1439,1238,965,2756,2
1242,1149,997,3023,2
1210,1172,1047,2666,2
1226,1153,1027,2508,2
1174,1095,964,2677,2
1303,1272,1155,2780,2
1268,1202,1519,2545,2
1268,1202,1519,2545,2
1311,1199,1457,2316,2
1506,1229,1184,2136,2
1518,1150,1062,1971,2
1401,1121,1083,2111,2
1298,1209,1129,2399,2
1396,1324,1244,2339,2
1268,1253,1248,1377,2
1298,1184,1147,2102,2
1360,1280,1097,2288,2
1556,1300,1135,2446,2
1811,1246,1072,2566,2
1298,1176,984,2766,2
1207,1168,1026,2701,2
1218,1174,1077,2633,2
1166,1113,946,2606,2
1404,1295,1239,2799,2
1272,1223,1212,2880,2
1272,1223,1212,2880,2
1301,1275,1119,2580,2
1355,1208,1208,1918,2
1262,1104,1180,1727,2
1238,1135,1158,2146,2
1257,1181,1045,2678,2
1329,1268,1142,2449,2
1171,1152,993,1926,2
1319,1183,1131,2396,2
1256,1138,976,2477,2
1426,1169,1108,2366,2
1445,1151,942,2477,2
1241,1176,945,2778,2
1240,1182,1133,2656,2
1212,1146,1092,2328,2
1183,1084,984,2535,2
1123,1135,775,3025,2
1154,1148,826,3183,2
1154,1148,826,3183,2
1189,1179,934,2753,2
1215,1092,1090,1941,2
1274,1174,1176,2028,2
1277,1277,1133,2553,2
1259,1249,1097,2864,2
1316,1328,1197,2610,2
1181,1158,927,2472,2
1564,1342,1109,2429,2
1368,1181,1065,2236,2
1195,1079,954,2157,2
1188,1111,920,2568,2
1183,1134,937,3109,2
1177,1111,982,2743,2
1249,1197,1139,2250,2
1278,1201,1117,2621,2
1116,1064,769,3045,2
1146,1101,874,3097,2
1146,1101,874,3097,2
1143,1128,835,2925,2
1305,1256,1135,2595,2
1348,1298,1261,2451,2
1348,1271,1219,2401,2
1451,1403,1350,2209,2
1383,1364,1276,2347,2
1211,1174,958,2481,2
1932,1378,1120,2130,2
1572,1310,1092,2313,2
1220,1146,959,2344,2
1150,1111,820,3311,2
1137,1117,781,3718,2
1188,1157,972,3171,2
1269,1267,1175,2733,2
1267,1223,1113,2948,2
1145,1088,873,2809,2
1152,1069,838,2816,2
1152,1069,838,2816,2
1230,1217,1014,2957,2
1305,1256,1135,2595,2
1348,1298,1261,2451,2
1348,1271,1219,2401,2
1451,1403,1350,2209,2
1383,1364,1276,2347,2
1211,1174,958,2481,2
1932,1378,1120,2130,2
1572,1310,1092,2313,2
1220,1146,959,2344,2
1150,1111,820,3311,2
1137,1117,781,3718,2
1188,1157,972,3171,2
1269,1267,1175,2733,2
1267,1223,1113,2948,2
1145,1088,873,2809,2
1152,1069,838,2816,2
1152,1069,838,2816,2
1230,1217,1014,2957,2
1363,1352,1224,2837,2
1372,1322,1283,2632,2
1475,1274,1172,2269,2
1377,1298,1230,2129,2
1298,1323,1210,2487,2
1256,1244,1030,2565,2
1494,1269,983,2867,2
1494,1269,983,2867,2
1195,1160,821,3367,2
1127,1108,709,3884,2
1177,1120,915,3840,2
1242,1211,1124,3192,2
1222,1229,1017,3060,2
1123,1073,827,3204,2
1209,1164,1096,2621,2
1250,1211,978,2792,2
1250,1211,978,2792,2
1269,1212,1126,2854,2
1231,1201,994,2782,2
1214,1118,955,2674,2
1420,1260,1059,2384,2
1778,1470,1285,2513,2
1663,1452,1354,2885,2
1306,1230,1075,2603,2
1139,1113,772,3610,2
1139,1113,772,3610,2
1130,1097,711,3833,2
1136,1088,710,3829,2
1183,1145,884,3783,2
1227,1213,1078,3300,2
1188,1212,918,3337,2
1150,1128,835,3502,2
1258,1226,1101,2983,2
1296,1322,1176,2951,2
1296,1322,1176,2951,2
1237,1184,1030,2839,2
1140,1100,802,2912,2
1115,1042,773,3167,2
1463,1292,1104,2744,2
1669,1470,1319,2555,2
1489,1336,1112,2661,2
1350,1277,1130,2234,2
1111,1067,710,4038,2
1111,1067,710,4038,2
1117,1072,687,4001,2
1131,1123,719,3801,2
1176,1178,843,3748,2
1239,1257,1030,3392,2
1313,1282,1170,3019,2
1204,1155,916,3031,2
1201,1135,1002,2496,2
1259,1146,1133,2083,2
1259,1146,1133,2083,2
1175,1112,914,2394,2
1117,1034,790,2671,2
1145,1080,881,2643,2
1213,1121,1004,2067,2
1231,1111,1020,2168,2
1302,1210,1040,2305,2
1313,1294,1271,2829,2
1145,1104,786,3732,2
1145,1104,786,3732,2
1213,1171,862,3583,2
1222,1220,930,3414,2
1242,1221,945,3269,2
1184,1159,937,3256,2
1224,1223,928,3029,2
1192,1118,939,2753,2
1214,1142,994,2528,2
1275,1214,1189,2141,2
1275,1214,1189,2141,2
1209,1132,977,2318,2
1217,1110,939,2543,2
1224,1170,1005,2475,2
1212,1110,984,2461,2
1140,1084,810,3083,2
1283,1229,1200,3236,2
1493,1535,1739,3151,2
1175,1189,922,3286,2
1175,1189,922,3286,2
1390,1403,1231,3047,2
1300,1239,1063,2920,2
1168,1112,832,3193,2
1184,1169,933,3100,2
1404,1320,1117,2818,2
1403,1272,1066,2638,2
1172,1106,971,2582,2
1231,1161,1044,2528,2
1189,1077,921,2601,2
1189,1077,921,2601,2
1183,1084,926,2541,2
1286,1255,1141,2636,2
1323,1301,1333,2813,2
1306,1316,1344,3207,2
1411,1427,1665,3216,2
1564,1661,1959,3052,2
1084,1066,674,2760,1
1076,1053,652,2705,1
1085,1079,659,2744,1
1096,1060,679,2679,1
1083,1060,663,2701,1
1085,1074,659,2721,1
1094,1079,645,2824,1
1089,1053,666,2804,1
1144,1021,891,1554,2
1176,1055,969,1620,2
1248,1182,1137,1734,2
1323,1270,1249,1749,2
1323,1270,1249,1749,2
1224,1130,1107,1473,2
1204,1102,1052,1506,2
1190,1087,1035,1438,2
1147,1025,957,1400,2
1112,985,908,1324,2
1124,1012,922,1344,2
1172,1048,978,1424,2
1185,1085,967,1679,2
1134,1078,725,2792,1
1102,1071,696,2530,1
1092,1072,678,2524,1
1073,1062,673,2600,1
1083,1051,649,2721,1
1085,1048,647,2818,1
1100,1055,647,2770,1
1143,1015,922,1530,2
1183,1070,991,1582,2
1277,1214,1172,1688,2
1286,1240,1210,1619,2
1286,1240,1210,1619,2
1189,1096,1048,1451,2
1184,1085,1048,1436,2
1148,1046,967,1353,2
1116,990,917,1330,2
1105,977,903,1308,2
1108,993,914,1329,2
1127,1010,912,1382,2
1126,1019,922,1456,2
1094,1079,674,2860,1
1104,1071,664,2714,1
1092,1055,657,2661,1
1095,1063,692,2525,1
1098,1052,705,2477,1
1068,1034,676,2512,1
1066,1030,644,2548,1
1079,1028,623,2601,1
1079,1028,623,2601,1
1217,1098,1006,1568,2
1280,1195,1154,1571,2
1274,1187,1155,1512,2
1237,1143,1093,1470,2
1237,1143,1093,1470,2
1155,1065,1012,1388,2
1151,1047,980,1363,2
1135,1016,930,1336,2
1117,991,913,1323,2
1124,992,915,1342,2
1115,991,924,1369,2
1125,1004,910,1379,2
1134,1024,939,1420,2
1078,1044,663,2665,1
1099,1062,675,2792,1
1109,1066,669,2680,1
1085,1056,652,2662,1
1095,1063,692,2525,1
1098,1052,705,2477,1
1068,1034,676,2512,1
1066,1030,644,2548,1
1079,1028,623,2601,1
1079,1028,623,2601,1
1081,1041,643,2691,1
1294,1228,1193,1589,2
1233,1177,1126,1485,2
1191,1090,1030,1404,2
1210,1109,1042,1430,2
1210,1109,1042,1430,2
1161,1060,984,1341,2
1146,1033,958,1348,2
1134,1008,936,1315,2
1124,1004,938,1314,2
1136,1016,956,1399,2
1161,1037,967,1426,2
1170,1045,953,1447,2
1156,1057,974,1525,2
1098,1067,705,2708,1
1098,1067,705,2708,1
1078,1044,663,2665,1
1099,1062,675,2792,1
1109,1066,669,2680,1
1085,1056,652,2662,1
1072,1040,661,2508,1
1090,1054,685,2494,1
1082,1059,689,2598,1
1078,1052,660,2622,1
1070,1033,628,2616,1
1070,1033,628,2616,1
1078,1032,636,2690,1
1078,1050,642,2857,1
1259,1183,1142,1523,2
1185,1106,1033,1429,2
1161,1068,1000,1354,2
1189,1091,1014,1383,2
1189,1091,1014,1383,2
1156,1054,978,1326,2
1163,1043,964,1331,2
1159,1021,950,1334,2
1159,1046,982,1358,2
1165,1059,987,1378,2
1182,1063,990,1442,2
1181,1053,969,1569,2
1143,1031,912,1622,2
1096,1072,655,3088,1
1088,1049,673,2791,1
1088,1049,673,2791,1
1087,1035,650,2447,1
1082,1038,665,2524,1
1097,1057,669,2596,1
1077,1046,660,2498,1
1075,1035,649,2467,1
1078,1040,663,2497,1
1083,1059,688,2540,1
1091,1066,672,2602,1
1075,1041,638,2733,1
1075,1041,638,2733,1
1077,1028,626,2750,1
1085,1048,626,2911,1
1090,1059,640,3007,1
1193,1111,1041,1451,2
1191,1104,1031,1415,2
1182,1089,1022,1371,2
1170,1065,983,1340,2
1177,1069,1018,1322,2
1177,1069,1018,1322,2
1189,1082,1009,1355,2
1188,1064,1004,1401,2
1183,1085,1013,1428,2
1189,1065,996,1396,2
1171,1069,969,1573,2
1123,1019,874,1634,2
1093,982,804,1611,2
1103,1077,717,3212,1
1086,1070,620,3168,1
1090,1056,658,2933,1
1090,1056,658,2933,1
1091,1056,662,2652,1
1084,1037,662,2480,1
1082,1035,657,2538,1
1094,1049,668,2383,1
1079,1048,666,2389,1
1077,1038,657,2465,1
1067,1046,654,2549,1
1084,1048,665,2631,1
1107,1050,652,2730,1
1107,1050,652,2730,1
1075,1050,634,2805,1
1075,1048,638,2865,1
1079,1050,634,2985,1
1091,1064,669,2931,1
1203,1105,1039,1410,2
1218,1091,1025,1400,2
1196,1073,992,1352,2
1155,1049,959,1285,2
1203,1106,1040,1377,2
1203,1106,1040,1377,2
1206,1094,1046,1399,2
1199,1073,1001,1397,2
1175,1075,1001,1430,2
1181,1081,972,1552,2
1153,1038,864,1586,2
1122,983,783,1600,2
1100,975,766,1554,2
1104,1042,750,3201,1
1091,1069,687,3200,1
1081,1085,647,3175,1
1074,1069,653,3063,1
1074,1069,653,3063,1
1088,1074,661,2882,1
1084,1060,649,2725,1
1078,1048,655,2582,1
1098,1039,675,2445,1
1088,1035,677,2367,1
1081,1035,649,2447,1
1077,1033,644,2530,1
1075,1033,675,2583,1
1087,1047,666,2643,1
1087,1047,666,2643,1
1074,1050,645,2740,1
1069,1033,622,2811,1
1080,1035,628,2872,1
1072,1033,645,2923,1
1089,1052,679,2796,1
1205,1106,1035,1386,2
1204,1081,1012,1355,2
1187,1072,989,1342,2
1160,1077,982,1314,2
1198,1105,1016,1417,2
1198,1105,1016,1417,2
1191,1086,1015,1403,2
1187,1075,1003,1440,2
1184,1062,960,1561,2
1147,1033,870,1612,2
1111,993,793,1555,2
1107,974,773,1526,2
1099,973,771,1495,2
1067,987,650,3074,1
1067,987,626,3053,1
1081,1043,682,3019,1
1089,1068,680,3160,1
1080,1072,657,3076,1
1080,1072,657,3076,1
1070,1065,646,2890,1
1082,1041,647,2843,1
1068,1048,649,2703,1
1084,1035,659,2607,1
1081,1036,686,2526,1
1068,1049,672,2499,1
1072,1030,652,2560,1
1093,1031,665,2560,1
1081,1044,659,2603,1
1081,1044,659,2603,1
1077,1051,663,2736,1
1083,1055,653,2786,1
1077,1049,641,2766,1
1074,1031,650,2801,1
1070,1043,638,2851,1
1096,1056,689,2766,1
1153,1038,959,1288,2
1170,1060,985,1321,2
1188,1070,1015,1351,2
1196,1089,1032,1388,2
1203,1088,1010,1377,2
1198,1105,1016,1417,2
1198,1105,1016,1417,2
1191,1086,1015,1403,2
1187,1075,1003,1440,2
1184,1062,960,1561,2
1147,1033,870,1612,2
1111,993,793,1555,2
1107,974,773,1526,2
1099,973,771,1495,2
1129,1055,794,2801,1
1076,984,635,3180,1
1067,984,614,2976,1
1068,998,629,2904,1
1083,1043,685,3013,1
1080,1070,685,3090,1
1080,1070,685,3090,1
1076,1077,658,2935,1
1084,1054,657,2805,1
1049,1051,639,2768,1
1074,1036,648,2706,1
1076,1032,657,2681,1
1092,1057,676,2569,1
1079,1028,670,2447,1
1085,1039,655,2539,1
1076,1043,656,2688,1
1076,1043,656,2688,1
1081,1052,665,2799,1
1088,1056,670,2712,1
1075,1055,659,2654,1
1085,1038,642,2819,1
1079,1039,637,2819,1
1084,1041,645,2879,1
1104,1076,708,2778,1
1153,1038,959,1288,2
1170,1060,985,1321,2
1188,1070,1015,1351,2
1196,1089,1032,1388,2
1203,1088,1010,1377,2
1195,1094,1003,1482,2
1195,1094,1003,1482,2
1178,1081,953,1606,2
1149,1023,859,1609,2
1114,996,789,1586,2
1111,973,750,1544,2
1102,949,734,1469,2
1090,951,749,1479,2
1112,981,754,1594,2
1108,1030,796,2873,1
1065,1000,621,3024,1
1060,980,640,3176,1
1066,986,635,3099,1
1059,984,635,2946,1
1066,999,630,2948,1
1093,1022,675,2968,1
1093,1022,675,2968,1
1080,1049,679,2877,1
1079,1056,657,2754,1
1059,1045,645,2763,1
1084,1055,629,2858,1
1090,1052,658,2716,1
1091,1049,672,2657,1
1085,1043,675,2539,1
1079,1032,659,2520,1
1070,1033,637,2642,1
1070,1033,637,2642,1
1086,1037,628,2712,1
1088,1038,646,2775,1
1095,1048,669,2690,1
1068,1043,635,2802,1
1080,1027,644,2809,1
1093,1039,643,2855,1
1084,1044,643,2957,1
1113,1061,715,2727,1
1163,1044,980,1303,2
1191,1077,1007,1369,2
1198,1089,1031,1378,2
1210,1093,1039,1375,2
1193,1083,1020,1415,2
1167,1064,945,1646,2
1167,1064,945,1646,2
1117,991,835,1600,2
1116,965,788,1548,2
1119,997,788,1601,2
1122,980,769,1557,2
1092,959,729,1521,2
1102,974,740,1508,2
1114,983,752,1549,2
1061,1017,656,3151,1
1071,1013,617,3191,1
1082,1018,624,2978,1
1053,988,611,3071,1
1054,972,621,3153,1
1062,987,644,3100,1
1049,981,627,3003,1
1053,991,619,2865,1
1053,991,619,2865,1
1051,992,655,2815,1
1069,1030,686,2805,1
1089,1062,674,2831,1
1069,1058,643,3082,1
1071,1055,630,2933,1
1072,1047,656,2668,1
1078,1040,662,2535,1
1083,1043,665,2563,1
1096,1036,669,2486,1
1096,1036,669,2486,1
1075,1035,656,2507,1
1066,1025,649,2593,1
1075,1028,646,2575,1
1093,1033,662,2666,1
1077,1037,639,2757,1
1074,1047,655,2829,1
1091,1057,651,2970,1
1074,1040,645,3003,1
1170,1089,989,1374,2
1198,1087,1011,1400,2
1196,1084,1004,1397,2
1195,1087,1008,1405,2
1197,1085,1008,1499,2
1114,1000,792,1570,2
1114,1000,792,1570,2
1105,974,763,1566,2
1106,972,767,1534,2
1108,987,775,1584,2
1105,991,785,1605,2
1122,977,757,1588,2
1108,974,728,1534,2
1110,969,760,1521,2
1121,1072,804,2769,1
1081,1010,639,3009,1
1072,991,629,2869,1
1048,985,619,2975,1
